"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.43465564738292","0.145515873015873","3.47963503649635","0.208945868945869","0.570739299610895","0.439161676646707","0.422708933717579","0.235819935691318","0","0","1.52791666666667","2.09542857142857","0","0","0.0816703786191537","0.141038461538462","0.128892794376098","0","0.0844930875576037","0.148461538461538","0.128216783216783","0.0666727272727273","0","0.0686704119850187","0.07232741617357","","","","","",
"Samoa Americana","ASM","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua y Barbuda","ATG","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",
"Australia","AUS","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","66.8648401446805","66.2564766839378","64.8340609666577","63.1301949112555","61.6541606379757","58.7910755426215","59.384427853116","58.3813225156733","56.9350621050338","54.8589988142496","50.3701311605723","48.6486486486486","49.4004237781452","46.6566588033455","49.474490447215","49.4725210574598","51.0448891975503","51.2595196250732","51.5628970775095","52.3737996888579","53.4934715439051","52.6313276026743","52.7825201660271","54.3946283348816","54.1227526348419","56.2948437309984","56.0781796787848","57.5979725376212","57.6788597907744","58.2938388625592","54.2496202579666","55.7454372709758","56.3577835743032","55.9770862094287","54.2398080166505","53.004714369745","55.4389101772422","56.6767082830785","56.584117682964","56.9483866802787","56.0716239190107","56.1062905844156","56.1246668933662","53.8199627830336","53.7054321460837","54.8655684555222","55.8301874366768","53.8160344603887","53.6080476190476","54.479949107482","53.2578853749839","51.6033981387874","50.6632879695155","46.0978263506209","44.189788850438","45.0033372343538","44.9521710594854","","","","","",
"Austria","AUT","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","58.6079714455681","55.4724364138566","53.3852476746701","53.0233941316415","48.6629001883239","47.0808526982908","42.9385391369326","39.4439856867603","36.3581262446965","34.3206432556613","35.1417824074074","28.8757646066231","27.8452101279039","26.372889620284","28.9178152118428","26.7983550192139","24.4444444444444","22.3273106777118","22.34626180148","23.4565696255284","27.152271452608","26.1057032730123","26.2491490810075","27.7158577878104","30.9222909384243","30.4752966414158","27.251152698671","25.649330031117","26.8046198267565","25.6064507385825","26.9660116698129","26.3363681512336","22.1088243454136","19.7941868512111","19.9234671470235","21.6016149068323","20.4538366718028","21.9665976331361","19.1146698623782","19.5127438540841","21.8819408153628","21.107794139302","20.9912887415309","21.0042371743218","20.1152849604222","20.0617221930745","20.8637948717949","20.6204407636159","20.261043404496","17.0371484011177","18.6390108633505","19.4119496118354","18.9066487482722","19.0572456273764","18.4148588482013","19.4237767220903","17.9734484934532","","","","","",
"Azerbaiyán","AZE","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.147929179740027","0.020554932735426","0.00770701975620008","0.0320471924841599","0.0363249133234274","0.0371624018241703","0.00930946940847931","0","0","0","0","0","0","0","0","0.0799781897491821","0.0495875591615957","0.0583452665075577","0.0911055900621118","0.0641981792717087","0.0476853055916775","0.0350461930551131","0.0224762488507508","0.0341964563257693","0.0112278015921617","","","","","",
"Burundi","BDI","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.57142857142857","3.33333333333333","5","4.65116279069767","9.30232558139535","8.92857142857143","8.33333333333333","6.34920634920635","7.8125","10.2941176470588","8.06451612903226","6.84931506849315","7.72","6.37739130434783","9.1675","8.73095238095238","8.73095238095238","8.33409090909091","8.33409090909091","7.97173913043478","7.97173913043478","3.18869565217391","2.82076923076923","5.23857142857143","5.00045454545455","4.31411764705882","4.58375","4.58375","7.72","5.79","7.334","7.334","5.7296875","2.97324324324324","7.52205128205128","5.36634146341463","3.76102564102564","1.78878048780488","3.18869565217391","","","","","",
"Bélgica","BEL","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","74.6816569954868","72.2505433708753","69.9144149194603","67.4420217006968","62.7754784392798","58.6944425123461","55.3572673405368","52.9616486966016","49.3551081005846","45.2463587553024","39.0372770528651","33.2760025346248","32.2262395246504","32.602783132212","35.864406779661","31.5403790131243","31.7651040785243","30.7046007648627","32.1555819477435","33.6174886250719","34.8808846247662","37.2904408503592","38.8495492404155","36.0743279812376","39.8796479877561","38.999648999649","35.082341199116","35.3805120910384","33.0361384148792","37.3144514587954","34.9926603238496","31.7499903474903","29.9386245882667","27.6448705839615","28.4806858137511","27.3912769485904","25.3635445793219","25.0251371742112","24.7854928397957","22.3683507921392","24.8010266030014","22.5213418962312","20.9963455119531","18.9668034632035","18.4411313804596","16.8680010848929","16.5411569259089","15.3425681231475","15.2262975778547","11.3538296378048","13.0430440499671","13.5138369781312","12.3765111625948","12.8293758410102","13.0923613575865","12.0602699579832","11.1930587362171","","","","","",
"Benin","BEN","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.39413793103448","1.83656093489149","4.41257261410788","","","","","",
"Burkina Faso","BFA","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",
"Bangladesh","BGD","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","41.6321243523316","39.6047035276457","38.4335154826958","36.0863537334126","34.2708534001156","30.8977418762622","26.2312826988995","24.2733299337073","22.9617551141417","21.84013449488","20.0542413741148","18.6874304783092","10.1358411703239","10.1449275362319","8.81195908733281","9.71385542168675","8.03159973666886","8.64353312302839","7.00792199878123","5.40540540540541","5.85693710993759","5.87147480351364","6.60980810234542","3.69545859305432","1.28617363344051","1.82730204227875","2.46321177223289","3.7403400309119","2.81537628586898","0.763150722267648","9.29482638888889","3.14894736842105","2.73008460236887","0.962696897374702","0.731233382570162","7.37831419939577","4.03326397146254","6.47572482867686","1.82873766233766","0.875266036797613","5.79267436489607","5.16338634600466","4.85279256288735","4.77747467691233","4.7564100884376","4.91025985937022","5.04595543175487","5.82048170571203","5.94410293410293","6.74400223463687","6.08266706207987","5.21546857772878","5.90615278496292","6.19237537140971","5.5005","12.0153201283303","8.44394629780309","","","","","",
"Bulgaria","BGR","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","83.6019736842105","82.578003670761","80.5177761870675","77.8985507246377","74.9935837111814","73.272108304964","71.3061132415971","68.3927147035363","66.0691184623914","62.024197558146","54.1377245508982","50.0256629597947","49.6203934607925","48.766583195695","46.5393917562908","47.1190523991166","43.412407843924","41.6662644205242","41.66478987433","44.2205235116979","47.2386541100752","46.2574167047011","43.4273160014647","43.2252566651788","44.8478488982162","45.9374232123843","44.8357371794872","45.6240745928208","43.4632834817678","44.5125560158958","48.8484679173464","50.8599948814196","54.8885978596046","57.9658703071672","55.0666647982063","54.4719473395502","54.498839447875","57.3101873711823","56.8497351255189","57.3475756207675","58.0897484421879","61.9054395842356","59.8671579188632","59.4882501566089","59.8549533700721","55.8934126984127","55.1510210332857","57.7855644241733","59.201197281631","57.7401023970212","59.5550234113712","64.5102597141131","60.7834507978723","58.255755901557","59.2207909069382","57.9712575520251","53.5202779108769","","","","","",
"Bahrein","BHR","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","0","0","0","0","0","0","0","0","0","0","0","1.20627261761158","0","0.664010624169987","0","0","0","0","0","0.991884580703336","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",
"Bahamas","BHS","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","0","0","0","0","0","0","0","0","0","0","0","0.0544662309368192","0","0.186306474149977","0.148883374689826","0","0","0","0","0","0","2.35602094240838","1.62074554294976","0","0","0","0","0","0","0.188323917137476","0.206011235955056","0.195053191489362","0.144940711462451","0.174619047619048","0.179754901960784","0.176298076923077","0.186142131979695","0.207175141242938","0.161541850220264","0.164439461883408","0.171355140186916","0.172159624413146","0.160833333333333","0.325955555555556","0.339537037037037","0.363069306930693","0.363069306930693","0.177149758454106","0.173791469194313","0.0609136212624585","0.176298076923077","0.151528925619835","0.100741758241758","0.117909967845659","0.139961832061069","0.154725738396624","0.167442922374429","","","","","",
"Bosnia y Herzegovina","BIH","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.8737946149029","81.4676044776119","37.2502215189873","40.9137091988131","47.6972553699284","73.5991519434629","74.0215985130112","73.7931463878327","69.6598566308244","68.7828997093023","71.8540590659341","72.8217833109018","71.2910019267823","73.0688724584104","72.0705750977108","67.2250979354156","70.2665028901734","74.4620058280719","76.2257389635317","77.9276116259478","78.5499453551913","78.2573043478261","74.7134787070293","68.8520856705762","72.3551298119964","","","","","",
"Belarús","BLR","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.97742424242424","8.97029774396642","9.16891758156796","9.22964714062228","8.64704685362517","7.07318035563082","7.09948628341779","5.90935249181521","6.62952632572183","5.71949942017781","5.09994205138111","4.94748430066603","4.12923794154563","4.0253895184136","3.90955449753443","3.8492310374891","3.37677949228472","3.62212412587413","3.69861721164796","3.97179777206512","4.92490550259241","5.24993492407809","5.47552715654952","5.33782656221534","5.71868683209563","","","","","",
"Belice","BLZ","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",
"Bermudas","BMU","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","0.72992700729927","0.352112676056338","0.333333333333333","0.302114803625378","0.247524752475247","0.242718446601942","0.216919739696312","0","0.168350168350168","0.143884892086331","0.147492625368732","0.119760479041916","0","0","0","0.0903342366757001","0","0","0","0.0773993808049536","0.0785545954438335","0.0765110941086457","0.0843170320404722","0.0854700854700855","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",
"Brasil","BRA","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","10.5925578486554","9.51706662691906","10.5647749778051","9.75143403441683","10.8841778697001","12.3211963589077","13.0189324817518","12.2818680405518","11.0311182683655","11.1773148349498","9.50369588173178","8.76058451534531","8.20213550517844","6.80729728981535","6.65627156770021","7.32358149576693","7.43069178227884","9.24617461746175","10.0169955231305","9.81190123841421","10.6918855350843","11.4893707845983","12.5274210380593","14.3702823441386","17.1916409610288","19.2546583850932","17.6746072719227","19.4031169381913","19.0142571898974","18.6721494046089","18.0316670029254","20.0006808655814","18.9026416179431","18.7951217585277","18.9096152119253","18.3866265010352","17.8370467858501","16.9366395509929","16.0295673407621","16.0393130862883","16.3910806921035","15.8483342721242","15.3889640065557","16.9320924519153","16.6729768025462","15.9800916765","15.6504635008084","15.744774408284","15.0489281491831","12.6828885785138","14.719446609509","15.3829032412735","13.9330739773331","14.2568427701611","14.5361622400253","15.5154355480551","15.233596433663","","","","","",
"Barbados","BRB","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","2.12765957446809","1.88679245283019","1.40845070422535","0","0","0","1.36986301369863","1.08695652173913","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",
"Brunei Darussalam","BRN","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.053276505061268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",
"Bhután","BTN","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","","","","","","","","","","","0","0","0","0","0","0","0","0","0","16.6666666666667","16.6666666666667","14.2857142857143","11.1111111111111","12.5","0","0","0","42.8571428571429","43.3333333333333","0","36.67","28.0417647058824","40.337","25.8847058823529","32.81","33.4813043478261","32.7410714285714","50.5451351351351","49.9119444444444","48.8933333333333","47.5718918918919","40.7444444444444","42.1705","30.5583333333333","8.28032258064516","24.1485365853659","21.08525","20.685641025641","28.41925","15.8572972972973","16.3844680851064","14.2301492537313","18.335","22.8648235294118","26.9173404255319","22.1547916666667","25.3410569105691","","","","","",
"Botswana","BWA","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","62.2476512455516","62.7672627737226","59.0053636363636","59.2361538461538","63.4581493506494","61.9596551724138","54.3770890410959","55.4230618892508","55.005","41.325","50.9558312655087","51.8307235142119","51.8657568238213","46.0245918367347","49.9709571788413","50.0357009345794","51.1945476772616","44.8188888888889","44.5218906605923","38.5528117359413","59.0854896142433","35.75325","45.3907407407407","49.9266007194245","53.9506732117812","40.2301941747573","50.2152387640449","","","","","",
"República Centroafricana","CAF","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",
"Canadá","CAN","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","25.75328403323","23.4996411980209","22.7185840707965","22.09136703144","21.8507609986276","21.5028430987595","20.2935644894438","20.3488825870906","19.9731806320673","19.2475157761634","17.2372320776599","15.8594798090623","16.3214254788959","13.6409497544898","12.4489872679743","15.4438514524201","14.8124339960512","15.9464170200532","16.7269168371306","17.2123464368369","18.3286313507789","19.4784373587577","21.3392857142857","22.902646926873","24.2010666804525","23.6555403033831","22.8519179061914","22.9771316840942","23.3510497157606","23.0931800911854","22.3964177323917","23.7383035865643","23.8707927230047","22.1045455190688","21.9450086595871","21.8894202447164","21.6982904395889","22.3293655570184","23.4238702851508","22.9807751343054","23.7258460194175","23.9077636406675","22.1616684111367","21.0609091242482","20.5870738017683","20.6196656181246","21.3641194300183","20.0426637027183","20.4357604507452","16.9464969278034","16.2552079322655","14.17002391733","13.8043643308842","12.4270006291004","13.3474805546162","12.6468188976378","11.9646466719953","","","","","",
"Europa Central y del Báltico","CEB","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.5839006837844","63.8199792056764","63.9687325063833","63.5607131131737","60.8513089586453","60.7981890340176","59.5860001353598","60.1845602984772","58.1448584520259","57.6105404931477","57.921274243738","57.5082616949713","57.3031941413986","56.6826860227746","55.1918463311861","54.8170344903478","56.0967920519","55.5349553779427","54.9504436836558","54.0197413363565","55.1232924240011","56.103919278555","54.0959828188544","55.9306324169102","54.5259722272703","53.361122138819","52.1193515451586","","","","","",
"Suiza","CHE","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","35.2554470323065","29.3525179856115","25.8994990132078","25.4756205115283","18.3830230438745","14.5858488287853","11.3165852523843","8.44594594594595","6.6972010178117","6.08335739724709","5.35080535080535","3.48837209302326","3.02926870893421","2.6712111604312","2.51944837340877","1.97899080847871","1.82065217391304","2.30274901820778","2.09328585077738","2.23263506063947","3.17503392130258","4.935359063886","5.10561617779558","4.87782556968976","5.11092389778152","5.02716140318571","4.06623894572568","3.99927120342534","3.40479192938209","3.49344978165939","3.13129471497807","2.52121305014233","1.77331947483589","1.54444418872267","1.60146043672224","1.66298112338858","1.24149738695751","0.986444444444444","0.787265536723164","0.807019986525937","1.17451384122626","1.20988263950399","1.14462244663759","1.13673728813559","1.07710026501767","1.20767066521265","1.2094327176781","1.49071887919155","1.31313834519573","1.25116326997939","1.21665560716656","1.24637047827143","1.0965599246527","1.09638914443422","1.37524037251447","1.28716115808353","1.12018934612472","","","","","",
"Islas del Canal","CHI","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total)","EN.ATM.CO2E.SF.ZS","33.4601793965752","30.7068659741576","28.5463714097786","26.5370800760617","25.1517053776941","24.5614035087719","23.0829268292683","23.6671744097487","22.0974429854872","20.9884571614372","19.3279809693726","19.028285288943","15.4656607700312","16.907571940061","17.3071489121221","15.5194391332059","15.1376844667579","16.6772453189464","17.0821348673698","17.094395280236","20.2757619738752","20.1015531660693","15.9907506225543","19.4087629773007","23.5546745953089","23.5334242837653","23.8338552826768","23.0955846676371","26.7193245267602","30.5480072463768","35.2350345281157","29.2144282814614","23.6975071451254","23.6368235294118","26.4815856416054","26.9776156862745","32.7416659101226","36.8295609177215","34.5943396226415","34.4672084805654","28.6102549177037","19.3653143931481","19.2801807352639","18.5370486876377","18.8006614288325","18.4139734386217","21.9955723049956","20.1078931109052","24.5380058608059","20.5648187241854","23.7208405048766","27.2855106577743","29.9330730029303","30.6438111888112","31.9416389579788","33.162707087959","31.3584679665738","","","","","",
